,CountyNo,"NativeAmerican (AmericanIndianAlaskaNative, NativeHawaianPacific)","Asian (EastAsian,SouthAsian)",Black, White, Mixed,OtherUnknown,STATE,HHI
1249,35,211,72,150,28880,1342,201,MI,0.8780320848913608
1250,37,338,1877,1715,69204,4795,1199,MI,0.7698477529017355
1251,39,93,55,57,12140,576,67,MI,0.8757627210599933
1252,41,857,156,93,33684,1962,151,MI,0.8365584223355211
1253,43,134,147,65,24379,1098,124,MI,0.8846687470894496
1254,45,469,2478,7688,89292,7369,1879,MI,0.6792715128436104
1255,47,1145,176,163,30578,1857,193,MI,0.8077047927762074
1256,49,1867,4088,79914,289255,26278,4809,MI,0.550209096909347
1257,51,102,82,70,24049,953,130,MI,0.8989098308720153
1258,53,526,35,79,13052,621,67,MI,0.8270883877120324
1259,55,1021,824,595,86508,5249,1041,MI,0.8284582138925994
1260,57,229,164,2238,36008,1969,1153,MI,0.7493604140913175
1261,59,174,177,206,42658,2221,310,MI,0.872003146202973
1262,61,187,857,286,34107,1654,270,MI,0.8360153503106883
1263,63,107,152,83,29807,978,280,MI,0.9017983490786907
1264,65,1659,16522,35580,198552,24222,8365,MI,0.5127788691382232
1265,67,326,232,3229,58946,3025,1046,MI,0.7832486861688598
1266,69,144,169,171,23459,1097,197,MI,0.8661329782158225
1267,71,93,42,24,10930,487,55,MI,0.8849492942279985
1268,73,2302,1117,2134,54159,3940,742,MI,0.7139298236145925
1269,75,686,1493,12632,133257,10412,1886,MI,0.7011503595543528
1270,77,1351,7042,30352,197010,19516,6399,MI,0.5872166245677677
1271,79,154,60,40,16671,893,121,MI,0.8662416368810493
1272,81,4227,21980,64499,480003,49997,37268,MI,0.5519430661275238
1273,83,1,0,5,1954,72,14,MI,0.9133817600850049
1274,85,93,45,891,10295,714,58,MI,0.7333906186574423
1275,87,369,408,984,80249,5125,1484,MI,0.8238088940351991
1276,89,679,110,67,20039,1100,306,MI,0.8110088986147175
1277,91,521,497,2614,86549,7018,2224,MI,0.7640192807827193
1278,93,734,1658,1144,178408,10487,1435,MI,0.8499900290458389
1279,95,368,2,12,4533,408,16,MI,0.7314660159907127
1280,97,1701,28,61,8080,902,62,MI,0.5878715837563318
1281,99,2454,38421,109476,672264,49777,8825,MI,0.6026214443735471
1282,101,530,82,614,22153,1441,212,MI,0.7876486553587249
1283,103,1089,406,805,59551,3807,359,MI,0.8175178527722038
1284,105,254,157,181,26456,1610,394,MI,0.8326701703046618
1285,107,242,320,794,35916,2139,303,MI,0.8213391522158777
1286,109,754,98,107,21499,907,137,MI,0.839400780387579
1287,111,431,1730,963,74791,4810,769,MI,0.8063874851346631
1288,113,72,46,33,14086,616,199,MI,0.8776503744411526
1289,115,568,959,4138,137561,9662,1921,MI,0.7943994157720198
1290,117,267,227,2152,60106,3145,717,MI,0.8175665561153747
1291,119,68,24,18,8619,376,48,MI,0.8885016365211293
1292,121,1420,1103,23908,133720,12281,3392,MI,0.6022560954332213
1293,123,351,198,434,44822,3052,1121,MI,0.8086850022405553
1294,125,3693,105974,170753,893318,78178,22479,MI,0.520315198158609
1295,127,320,69,133,22260,2190,1687,MI,0.7081369125365169
1296,129,131,57,63,19509,892,118,MI,0.8841940792256897
1297,131,64,21,8,5473,240,10,MI,0.887369413504273
1298,133,156,34,165,21414,1007,115,MI,0.8771779498856408
1299,135,38,12,8,7741,392,28,MI,0.8893773046795784
1300,137,171,91,101,23320,1279,129,MI,0.8665164472675725
1301,139,1551,8088,5462,248796,20342,11961,MI,0.7129921486932611
1302,141,69,52,35,12342,445,39,MI,0.9050679203830356
1303,143,115,78,65,22067,1024,110,MI,0.8868159394799159
1304,145,903,2420,34615,133915,12692,5579,MI,0.534767393402754
1305,147,717,826,3937,144476,8945,1482,MI,0.8153193407118589
1306,149,286,414,1367,51530,4144,3198,MI,0.7229885815057927
1307,151,143,84,168,37883,1884,449,MI,0.8724726860804666
1308,153,704,15,10,6756,553,9,MI,0.7172563408194824
1309,155,285,297,325,63132,3556,499,MI,0.8624104551217436
1310,157,215,157,413,49413,2673,452,MI,0.8613930232809475
1311,159,859,386,2428,61345,6172,4397,MI,0.6699026704311625
1312,161,1391,33632,42819,257688,29299,7429,MI,0.507181838389594
1313,163,7651,64947,674782,882484,110725,52972,MI,0.38965048323164503
1314,165,179,186,193,31124,1761,230,MI,0.85720628172133
1315,1,396,38,62,14538,599,64,MN,0.8599109126892658
1316,3,2636,19257,28657,280171,23569,9597,MN,0.6067526548558025
1317,5,2490,162,203,29818,2321,189,MN,0.7277199799529745
1318,7,9436,280,543,32794,2903,272,MN,0.5490612115447152
1319,9,241,466,2022,36145,2010,495,MN,0.7680722165337938
1320,11,53,17,29,4832,158,77,MN,0.8761782457711751
1321,13,325,1841,3970,58205,3523,1248,MN,0.7162293297832718
1322,15,57,127,128,24321,878,401,MN,0.8824105998777443
1323,17,2229,153,562,31151,1947,165,MN,0.7471779117110491
1324,19,309,3641,2208,92448,5831,2485,MN,0.7526941660956558
1325,21,3512,111,73,24801,1412,157,MN,0.6963325310583376
1326,23,427,49,75,10653,618,776,MN,0.7224569976244157
1327,25,345,776,853,51394,2771,482,MN,0.8268104710150226
1328,27,1167,781,3190,55451,3860,869,MN,0.7272140929232238
1329,29,759,23,23,7197,488,34,MN,0.724116145628838
1330,31,459,49,25,4686,331,50,MN,0.7105983418367345
1331,33,131,369,143,9617,575,682,MN,0.704578564522243
1332,35,682,332,419,61586,2712,392,MN,0.8693679298950443
1333,37,2614,24118,32740,330482,31919,18009,MN,0.5799696976441389
1334,39,68,110,134,19088,979,488,MN,0.8395875133470132
1335,41,140,228,235,36887,1231,285,MN,0.8954339701948232
1336,43,83,46,60,12736,594,402,MN,0.8397191792711733
1337,45,18,71,101,20278,599,161,MN,0.9133866218126391
1338,47,141,1148,486,25988,1857,1275,MN,0.7145348000019173
1339,49,647,348,685,42850,2150,902,MN,0.8138381255421477
1340,51,39,20,13,5721,231,50,MN,0.8887151755502788
1341,53,12397,97864,171511,855122,90631,54040,MN,0.47583462926406656
1342,55,58,101,98,17900,590,96,MN,0.9034859055074026
1343,57,594,66,93,19265,1100,226,MN,0.8182499727108897
1344,59,226,489,318,37888,1868,346,MN,0.8507245566347462
1345,61,1559,145,178,40371,2551,210,MN,0.808806556648167
1346,63,31,124,120,9133,386,195,MN,0.838137358041488
1347,65,128,84,67,15088,625,40,MN,0.8873373279015822
1348,67,255,590,2649,35004,3001,2233,MN,0.6518748074392968
1349,69,21,18,3,4011,134,20,MN,0.91007336126773
1350,71,296,39,44,10975,654,54,MN,0.8314715565774257
1351,73,15,40,36,6290,225,113,MN,0.8778524584393815
1352,75,51,55,11,10326,417,45,MN,0.8981568508487184
1353,77,19,18,13,3512,187,14,MN,0.8735886556156215
1354,79,122,134,264,25991,1463,700,MN,0.8249409002652786
1355,81,21,22,10,5406,148,33,MN,0.9194976988079069
1356,83,136,1268,922,20946,1200,797,MN,0.6942380660025155
1357,85,189,238,235,33216,1979,914,MN,0.8196115700627744
1358,87,2324,7,8,2303,732,37,MN,0.383965344897785
1359,89,37,19,13,8473,395,103,MN,0.8805537581251468
1360,91,82,102,118,18361,833,529,MN,0.8432183939862936
1361,93,53,59,93,21865,930,400,MN,0.8750055957338009
1362,95,1505,130,83,23281,1273,187,MN,0.7798398777408279
1363,97,147,110,185,32245,1087,236,MN,0.900028645776823
1364,99,444,2072,1638,30804,2547,2524,MN,0.6046963505731497
1365,101,28,105,26,7571,255,194,MN,0.8585737831630426
1366,103,193,562,1707,29744,1526,722,MN,0.7504328704177713
1367,105,500,1362,983,13109,1968,4368,MN,0.398253017395195
1368,107,117,18,20,5814,374,98,MN,0.8187363252139895
1369,109,696,10278,11113,126764,9960,4036,MN,0.6189574666847817
1370,111,340,334,856,54910,2560,1081,MN,0.8376784506808518
1371,113,209,123,181,12434,784,261,MN,0.7936552652320154
1372,115,1002,264,478,25480,1428,224,MN,0.7826860733153637
1373,117,126,66,107,8159,429,537,MN,0.7552306126610957
1374,119,460,157,977,27229,1754,615,MN,0.7668132644082262
1375,121,38,50,39,10802,313,66,MN,0.9133510977137059
1376,123,4732,86079,71390,328949,39201,22001,MN,0.4023587333657834
1377,125,65,6,15,3647,149,53,MN,0.8608829308538206
1378,127,847,414,80,13250,717,117,MN,0.7438533101823271
1379,129,133,69,69,13158,798,496,MN,0.8029045592139743
1380,131,466,1564,4386,52637,4201,3843,MN,0.6274914300124378
1381,133,66,65,51,8997,416,109,MN,0.8616776281136818
1382,135,251,398,87,13762,705,128,MN,0.808949039008799
1383,137,4587,1915,4189,177385,10952,1203,MN,0.7889037612192433
1384,139,1722,10015,8225,117201,9333,4432,MN,0.6151972153444184
1385,141,466,1295,3666,85504,5063,1189,MN,0.7785788355143953
1386,143,62,76,84,13304,759,551,MN,0.8082108158937464
1387,145,697,3188,13315,130858,6688,3546,MN,0.6931996466603382
1388,147,142,342,1373,32151,1985,1413,MN,0.7444534548379594
1389,149,171,70,84,8254,495,597,MN,0.735298197257874
1390,151,182,78,88,8807,412,271,MN,0.8043848255956704
1391,153,171,101,119,22415,1153,1303,MN,0.7921308117419822
1392,155,217,0,27,2870,164,82,MN,0.7368142361111111
1393,157,59,97,122,20091,757,261,MN,0.8839394259560638
1394,159,85,65,131,13128,573,83,MN,0.8730387443701599
1395,161,163,111,359,17040,906,389,MN,0.8102102882414584
1396,163,1362,18604,14041,211654,16968,4939,MN,0.6377029738013738
1397,165,95,96,48,8209,1056,1749,MN,0.5652875141152364
1398,167,98,9,42,5993,302,62,MN,0.8510327764794
1399,169,118,933,917,44638,2151,914,MN,0.8105268577529853
1400,171,487,1898,2637,127090,7013,2212,MN,0.8118050038920394
1401,173,292,28,53,8524,431,200,MN,0.8038219449185431
1402,1,74,165,16785,10994,759,761,MS,0.4628025193505064
1403,3,120,181,4337,27992,1387,723,MS,0.6668960969703719
1404,5,32,31,4854,7463,276,64,MS,0.49036295785372414
1405,7,43,97,7678,9440,395,236,MS,0.46337718819034857
1406,9,16,1,2666,4582,279,102,MS,0.48221257968260584
1407,11,27,262,19365,10111,801,419,MS,0.49800740461459464
1408,13,27,17,3467,8776,482,497,MS,0.5086667771749824
1409,15,20,31,3044,6543,251,109,MS,0.5217389547123267
1410,17,32,43,7436,8664,507,424,MS,0.4469989047323565
1411,19,15,6,2343,5593,268,21,MS,0.5418487029541337
1412,21,9,3,7989,974,143,17,MS,0.7764530042430502
1413,23,31,8,5115,9988,412,61,MS,0.517158581620319
1414,25,40,57,10803,7212,388,136,MS,0.4862983034726216
1415,27,33,116,16281,4312,426,222,MS,0.62052391515262
1416,29,86,122,14342,12305,815,698,MS,0.4452098486486048
1417,31,39,83,6416,11118,431,253,MS,0.4906508469013152
1418,33,666,3045,56205,110064,9310,6024,MS,0.44860782731003007
1419,35,256,796,28330,43597,3049,2130,MS,0.44491164906303204
1420,37,4,10,2585,4921,136,19,MS,0.52486394975013
1421,39,97,79,1782,21112,917,363,MS,0.7587507237455149
1422,41,67,21,3149,9848,361,84,MS,0.5847322503057727
1423,43,43,90,9409,11339,652,96,MS,0.4650280623176612
1424,45,302,429,3957,37847,2941,577,MS,0.6871259719394932
1425,47,1330,6008,51706,128098,15459,6020,MS,0.4456452481300835
1426,49,433,2186,158112,58644,5706,2661,MS,0.5491632063789705
1427,51,38,20,14256,2378,280,28,MS,0.7230776747404845
1428,53,14,10,6110,1438,178,35,MS,0.6506451936249121
1429,55,3,5,757,530,31,12,MS,0.47763768514236044
1430,57,60,51,1625,21217,719,191,MS,0.7961491157331739
1431,59,849,3204,30070,94709,9656,4764,MS,0.487347302397112
1432,61,29,8,8341,7561,323,105,MS,0.4735623482165093
1433,63,17,15,6191,894,134,9,MS,0.7427063269813082
1434,65,11,21,6643,4357,247,42,MS,0.49292874645902857
1435,67,488,279,19239,42076,2139,3025,MS,0.47646155397358303
1436,69,474,6,5495,2820,167,26,MS,0.4753494943265105
1437,71,108,1685,11381,39274,2435,930,MS,0.5398299015132227
1438,73,199,1102,14372,44456,2902,1191,MS,0.5319439633814117
1439,75,173,587,32133,36919,2176,996,MS,0.4508719950379392
1440,77,21,36,3703,7847,319,90,MS,0.522212172496148
1441,79,1437,78,8235,10145,496,884,MS,0.38405862460836154
1442,81,205,924,24246,53394,2943,1631,MS,0.49682944355575814
1443,83,34,212,20895,6022,585,591,MS,0.5897195259710727
1444,85,88,164,10542,23091,834,188,MS,0.5294167420943937
1445,87,146,534,25997,29775,1916,511,MS,0.4519043253738755
1446,89,325,3196,38647,60827,3582,2568,MS,0.43846400648508294
1447,91,51,69,7623,15820,657,221,MS,0.5170568805776738
1448,93,117,78,14912,16500,1073,1072,MS,0.4362176253504151
1449,95,56,67,10337,22629,883,208,MS,0.5304891119571086
1450,97,12,28,4373,5114,240,55,MS,0.46995839732620404
1451,99,4997,126,6404,16523,852,185,MS,0.4015901255538584
1452,101,1180,77,6472,12857,539,166,MS,0.46084835665592144
1453,103,13,15,7227,2661,285,84,MS,0.561528049991858
1454,105,123,1507,18330,29606,1602,620,MS,0.45404269409189896
1455,107,71,64,16092,15765,878,338,MS,0.46100399112322177
1456,109,298,283,6710,44833,3327,694,MS,0.6556377884347315
1457,111,52,29,2097,8942,337,54,MS,0.6375457601485478
1458,113,137,255,21562,16889,1149,332,MS,0.4622760382494888
1459,115,147,55,4226,24126,1238,1392,MS,0.6205182245878155
1460,117,72,85,3570,20303,790,188,MS,0.6805700646682378
1461,119,4,12,4546,1490,116,8,MS,0.6003699344277698
1462,121,437,2269,32566,112872,6092,2795,MS,0.5617034523833616
1463,123,260,103,10012,13451,1141,3023,MS,0.3723171229044824
1464,125,6,20,2689,970,102,13,MS,0.5666641274238227
1465,127,43,84,8838,15986,763,235,MS,0.4964853948351936
1466,129,23,21,3112,10613,328,112,MS,0.6064587929446594
1467,131,93,101,3253,13933,697,256,MS,0.6107746848279526
1468,133,24,84,18164,6894,438,367,MS,0.5601131309857743
1469,135,20,10,7454,5029,185,17,MS,0.5003238578788525
1470,137,75,70,8262,18168,1001,488,MS,0.5073559897990129
1471,139,42,25,3464,16806,720,758,MS,0.6210125474836345
1472,141,59,41,434,17349,717,250,MS,0.8492507735930036
1473,143,13,28,7559,1869,162,151,MS,0.634164596003132
1474,145,68,117,3974,21752,974,892,MS,0.6359890784577782
1475,147,50,51,5732,7593,333,125,MS,0.47021437284904416
1476,149,80,365,21417,21126,1381,353,MS,0.45357058883119467
1477,151,75,302,32042,11264,914,325,MS,0.5721572210802223
1478,153,41,35,7732,11352,409,210,MS,0.4827754263355209
1479,155,21,13,1785,7726,332,49,MS,0.6393324707205679
1480,157,19,15,5787,2531,219,16,MS,0.5417140170978122
1481,159,179,42,8121,8894,369,109,MS,0.46284989904386886
1482,161,27,24,4638,7381,348,63,MS,0.48863043880219287
1483,163,58,115,15931,10009,528,102,MS,0.4953698813834626
1484,1,64,687,1279,21843,1211,230,MO,0.7502325676131788
1485,3,54,89,156,16907,847,82,MO,0.8714652817163556
1486,5,25,8,23,5008,211,30,MO,0.892821684946803
1487,7,91,114,1307,21648,1428,374,MO,0.7583748915208741
1488,9,526,811,106,28655,2743,1693,MO,0.6980101803965731
1489,11,153,39,32,10462,845,106,MO,0.8138003765166665
1490,13,108,48,155,14925,690,116,MO,0.8676388160793664
1491,15,110,57,76,18031,1014,106,MO,0.867199944010436
1492,17,37,23,39,9932,500,36,MO,0.8857067901002107
1493,19,752,7820,18100,139955,13373,3610,MO,0.5982505043858619
1494,21,888,1063,4423,70025,6410,1984,MO,0.6912528708694299
1495,23,221,304,2488,36033,2732,352,MO,0.7393480962619009
1496,25,45,26,69,8251,375,49,MO,0.8780666559636878
1497,27,187,226,1974,38771,2722,403,MO,0.772441175579574
1498,29,239,221,258,39109,2411,507,MO,0.8405270305625058
1499,31,241,1314,6503,67937,4758,957,MO,0.7014224764050505
1500,33,17,15,97,7944,378,44,MO,0.87662796486248
1501,35,24,22,13,4837,292,14,MO,0.8677960196600218
1502,37,683,853,5018,91092,8272,1906,MO,0.722189479656834
1503,39,114,42,64,12996,877,95,MO,0.8429884699475227
1504,41,23,5,149,6969,254,8,MO,0.8865826856961594
1505,43,611,647,616,79916,6080,972,MO,0.814104934967229
1506,45,9,12,23,6363,209,18,MO,0.9209854242980839
1507,47,2446,6126,18271,198714,21842,5936,MO,0.6291332174044658
1508,49,84,85,209,19426,1243,137,MO,0.8445264474527887
1509,51,327,975,8123,62241,4600,1013,MO,0.6636202008082346
1510,53,62,67,924,14850,1083,117,MO,0.7608943346438786
1511,55,138,92,148,21138,1363,177,MO,0.8441895544974887
1512,57,50,24,36,7038,381,40,MO,0.8672505545973564
1513,59,119,25,46,15843,934,104,MO,0.8643934937662497
1514,61,39,18,33,7977,339,24,MO,0.8970808373754131
1515,63,35,43,672,9780,439,60,MO,0.7916828063167751
1516,65,75,54,70,13307,828,87,MO,0.8548680642261751
1517,67,81,25,40,10673,698,61,MO,0.8535066639719524
1518,69,88,80,3184,22068,1703,1160,MO,0.6267993834630802
1519,71,391,540,904,96383,5638,826,MO,0.8508067614098876
1520,73,51,51,23,13756,858,55,MO,0.8679993674199988
1521,75,7,9,15,5883,210,38,MO,0.9127038530487189
1522,77,2547,6250,10233,250745,23933,5207,MO,0.7120659671528705
1523,79,45,54,56,9225,339,89,MO,0.8860116687379745
1524,81,55,24,37,7673,303,65,MO,0.8863676467986839
1525,83,115,97,187,20008,1349,190,MO,0.8351559155801002
1526,85,50,15,18,7683,445,68,MO,0.8642047855119619
1527,87,32,2,10,4004,143,32,MO,0.9002389236709832
1528,89,40,27,542,8931,510,101,MO,0.7795707630269095
1529,91,314,222,194,36329,2432,259,MO,0.8391841854357027
1530,93,67,34,147,8689,586,14,MO,0.8341497811941282
1531,95,6221,15201,158559,435820,65185,36218,MO,0.4294683897814783
1532,97,2705,1507,2342,98581,10921,6705,MO,0.6567577344557501
1533,99,781,1859,2344,205007,14991,1757,MO,0.8221119503066521
1534,101,520,844,2369,45354,4203,723,MO,0.7135686488422236
1535,103,8,18,20,3573,109,16,MO,0.9116619354499965
1536,105,237,194,268,32848,2215,277,MO,0.8347180009623597
1537,107,167,116,679,29627,2020,375,MO,0.8111468350819621
1538,109,455,176,135,33137,2738,1360,MO,0.7670394343739253
1539,111,34,22,185,9362,339,90,MO,0.8724665798313022
1540,113,263,235,1097,53497,3890,592,MO,0.8111269403100078
1541,115,43,25,67,11136,509,94,MO,0.881507357204042
1542,117,52,90,316,13473,562,64,MO,0.8586454144634498
1543,119,1456,379,435,17093,2431,1509,MO,0.5576310691997389
1544,121,37,84,309,13855,835,89,MO,0.833370841562977
1545,123,63,46,56,11615,704,142,MO,0.8495592120323072
1546,125,43,7,23,7841,476,42,MO,0.867978091952947
1547,127,110,172,1374,25119,1566,184,MO,0.7808762035854276
1548,129,46,3,1,3303,107,78,MO,0.8731389571225563
1549,131,156,67,117,23089,1159,134,MO,0.8745509461703097
1550,133,37,20,3083,8910,413,114,MO,0.5631419891332161
1551,135,88,49,282,13876,840,338,MO,0.8080275505002471
1552,137,33,31,181,7956,407,58,MO,0.8455677154735773
1553,139,35,55,106,10518,521,87,MO,0.8653157350124212
1554,141,124,61,126,19497,1039,159,MO,0.8640703110546101
1555,143,42,62,2741,12703,789,97,MO,0.6276626007202198
1556,145,2288,798,532,48383,4808,1839,MO,0.6900734367741281
1557,147,49,403,363,19465,828,133,MO,0.8419832634411003
1558,149,69,9,25,8049,457,26,MO,0.8717620918354858
1559,151,40,3,24,12745,440,22,MO,0.9229974282044475
1560,153,52,15,19,8035,374,58,MO,0.8845438929912729
1561,155,42,36,4308,10280,774,221,MO,0.5091931699994717
1562,157,30,123,102,17748,761,192,MO,0.8783958428668186
1563,159,358,296,1390,35508,3259,2169,MO,0.6919856812208911
1564,161,288,1517,1044,38383,2922,484,MO,0.7455272990236128
1565,163,54,27,944,15546,855,161,MO,0.786704888312777
1566,165,1244,2746,8296,83516,8731,2185,MO,0.6263944755363258
1567,167,218,131,247,29053,1672,198,MO,0.8526242297804042
1568,169,857,1835,6322,38553,4962,1426,MO,0.5348616019515571
1569,171,14,4,12,4475,137,39,MO,0.9148635292252413
1570,173,30,24,114,9748,368,71,MO,0.887643097839354
1571,175,120,95,1361,21535,1447,158,MO,0.7656990598831468
1572,177,153,79,233,21109,1397,187,MO,0.8347310668800794
1573,179,33,26,36,5690,291,20,MO,0.8736054815859632
1574,181,45,29,31,9942,609,23,MO,0.8700253884914994
1575,183,1140,11147,20894,339665,26236,6180,MO,0.7103194879140616
1576,185,76,21,26,8643,452,66,MO,0.8691808035246066
1577,186,56,29,320,17270,743,61,MO,0.8753683628355742
1578,187,233,403,2658,59940,3284,404,MO,0.8062944124981567
1579,189,2671,48784,246642,632283,57583,16162,MO,0.46275251104369386
1580,195,511,175,1172,17995,1616,1864,MO,0.60902592367761
1581,197,2,15,0,3878,114,23,MO,0.9259159610024567
1582,199,9,10,12,4550,135,0,MO,0.9316744074455359
1583,201,108,154,4502,30913,1999,383,MO,0.6766089840993248
1584,203,37,13,7,6506,429,39,MO,0.8600226264970655
1585,205,32,2,24,5791,216,38,MO,0.901703159071474
1586,207,91,94,305,26836,1144,202,MO,0.8778068216479555
1587,209,240,115,85,28574,1805,257,MO,0.8489805410809795
1588,211,54,30,208,4680,482,545,MO,0.6246201060181141
1589,213,684,617,851,47719,4266,1929,MO,0.7318820929497826
1590,215,158,65,790,22240,1084,150,MO,0.8279812230074621
1591,217,179,103,110,18097,1021,197,MO,0.8462057357674619
1592,219,164,149,731,31419,2401,668,MO,0.7872712220731746
1593,221,80,40,610,21465,1216,103,MO,0.8366951210829945
1594,223,77,23,50,10165,629,30,MO,0.8613623220436301
1595,225,283,141,203,36178,2006,274,MO,0.8595548429372687
1596,227,9,6,0,1897,56,5,MO,0.9252858341795691
1597,229,84,48,118,16813,989,136,MO,0.8575997647714227
1598,510,1050,12289,129814,132292,18373,7760,MO,0.38376060525336814
1599,1,135,39,29,8451,573,144,MT,0.8174973408210958
1600,3,8803,46,11,3520,647,97,MT,0.5243485322427085
1601,5,3718,13,13,2956,296,48,MT,0.4565227783759485
1602,7,63,7,17,6222,427,38,MT,0.8477629736093885
1603,9,111,21,22,9720,524,75,MT,0.8640465442235284
