,STATE,CountyNo,year,Unemployment
33601,MO,39,2017,4.0
33602,MO,39,2018,3.4
33603,MO,39,2019,3.5
33604,MO,39,2020,4.4
33605,MO,39,2021,3.7
33621,MO,41,2015,4.8
33622,MO,41,2016,4.3
33623,MO,41,2017,3.4
33624,MO,41,2018,2.8
33625,MO,41,2019,2.8
33626,MO,41,2020,4.0
33627,MO,41,2021,3.3
33643,MO,43,2015,4.3
33644,MO,43,2016,3.9
33645,MO,43,2017,3.1
33646,MO,43,2018,2.5
33647,MO,43,2019,2.6
33648,MO,43,2020,4.9
33649,MO,43,2021,3.2
33665,MO,45,2015,7.3
33666,MO,45,2016,7.3
33667,MO,45,2017,5.6
33668,MO,45,2018,3.8
33669,MO,45,2019,3.4
33670,MO,45,2020,6.0
33671,MO,45,2021,4.6
33687,MO,47,2015,4.6
33688,MO,47,2016,3.9
33689,MO,47,2017,3.6
33690,MO,47,2018,2.9
33691,MO,47,2019,2.7
33692,MO,47,2020,6.0
33693,MO,47,2021,4.9
33709,MO,49,2015,5.0
33710,MO,49,2016,4.2
33711,MO,49,2017,4.0
33712,MO,49,2018,3.2
33713,MO,49,2019,2.9
33714,MO,49,2020,5.9
33715,MO,49,2021,5.3
33731,MO,51,2015,4.1
33732,MO,51,2016,3.6
33733,MO,51,2017,2.9
33734,MO,51,2018,2.4
33735,MO,51,2019,2.4
33736,MO,51,2020,4.4
33737,MO,51,2021,3.1
33753,MO,53,2015,5.9
33754,MO,53,2016,4.9
33755,MO,53,2017,3.6
33756,MO,53,2018,3.1
33757,MO,53,2019,3.5
33758,MO,53,2020,5.4
33759,MO,53,2021,3.6
33775,MO,55,2015,6.1
33776,MO,55,2016,5.3
33777,MO,55,2017,4.6
33778,MO,55,2018,3.8
33779,MO,55,2019,3.6
33780,MO,55,2020,6.3
33781,MO,55,2021,4.5
33797,MO,57,2015,5.2
33798,MO,57,2016,4.5
33799,MO,57,2017,3.4
33800,MO,57,2018,2.7
33801,MO,57,2019,3.0
33802,MO,57,2020,4.3
33803,MO,57,2021,3.3
33819,MO,59,2015,6.3
33820,MO,59,2016,5.5
33821,MO,59,2017,4.7
33822,MO,59,2018,3.9
33823,MO,59,2019,4.3
33824,MO,59,2020,5.8
33825,MO,59,2021,4.3
33841,MO,61,2015,4.7
33842,MO,61,2016,3.8
33843,MO,61,2017,3.3
33844,MO,61,2018,3.0
33845,MO,61,2019,3.2
33846,MO,61,2020,4.2
33847,MO,61,2021,3.8
33863,MO,63,2015,4.7
33864,MO,63,2016,4.4
33865,MO,63,2017,3.9
33866,MO,63,2018,3.1
33867,MO,63,2019,2.9
33868,MO,63,2020,4.5
33869,MO,63,2021,3.8
33885,MO,65,2015,5.9
33886,MO,65,2016,5.4
33887,MO,65,2017,4.2
33888,MO,65,2018,3.2
33889,MO,65,2019,3.4
33890,MO,65,2020,4.8
33891,MO,65,2021,4.3
33907,MO,67,2015,6.9
33908,MO,67,2016,6.1
33909,MO,67,2017,4.6
33910,MO,67,2018,4.4
33911,MO,67,2019,4.8
33912,MO,67,2020,7.6
33913,MO,67,2021,4.3
33929,MO,69,2015,8.2
33930,MO,69,2016,8.2
33931,MO,69,2017,6.5
33932,MO,69,2018,5.4
33933,MO,69,2019,5.2
33934,MO,69,2020,7.3
33935,MO,69,2021,6.1
33951,MO,71,2015,5.2
33952,MO,71,2016,4.4
33953,MO,71,2017,3.6
33954,MO,71,2018,3.0
33955,MO,71,2019,3.0
33956,MO,71,2020,6.1
33957,MO,71,2021,4.0
33973,MO,73,2015,4.3
33974,MO,73,2016,4.3
33975,MO,73,2017,3.8
33976,MO,73,2018,2.9
33977,MO,73,2019,3.2
33978,MO,73,2020,5.7
33979,MO,73,2021,3.6
33995,MO,75,2015,4.3
33996,MO,75,2016,3.7
33997,MO,75,2017,2.8
33998,MO,75,2018,2.4
33999,MO,75,2019,2.5
34000,MO,75,2020,3.4
34001,MO,75,2021,2.7
34017,MO,77,2015,4.2
34018,MO,77,2016,3.8
34019,MO,77,2017,3.1
34020,MO,77,2018,2.5
34021,MO,77,2019,2.5
34022,MO,77,2020,5.3
34023,MO,77,2021,3.4
34039,MO,79,2015,4.2
34040,MO,79,2016,4.6
34041,MO,79,2017,3.5
34042,MO,79,2018,3.5
34043,MO,79,2019,3.3
34044,MO,79,2020,4.6
34045,MO,79,2021,3.6
34061,MO,81,2015,5.2
34062,MO,81,2016,4.2
34063,MO,81,2017,3.5
34064,MO,81,2018,3.0
34065,MO,81,2019,3.2
34066,MO,81,2020,4.5
34067,MO,81,2021,3.5
34083,MO,83,2015,5.6
34084,MO,83,2016,5.0
34085,MO,83,2017,4.1
34086,MO,83,2018,3.5
34087,MO,83,2019,3.5
34088,MO,83,2020,5.8
34089,MO,83,2021,4.0
34105,MO,85,2015,6.8
34106,MO,85,2016,5.6
34107,MO,85,2017,4.4
34108,MO,85,2018,4.1
34109,MO,85,2019,4.0
34110,MO,85,2020,5.0
34111,MO,85,2021,4.0
34127,MO,87,2015,3.7
34128,MO,87,2016,3.2
34129,MO,87,2017,2.9
34130,MO,87,2018,2.3
34131,MO,87,2019,2.6
34132,MO,87,2020,3.3
34133,MO,87,2021,2.9
34149,MO,89,2015,5.0
34150,MO,89,2016,4.4
34151,MO,89,2017,3.8
34152,MO,89,2018,2.8
34153,MO,89,2019,2.9
34154,MO,89,2020,4.1
34155,MO,89,2021,3.2
34171,MO,91,2015,6.6
34172,MO,91,2016,6.3
34173,MO,91,2017,4.7
34174,MO,91,2018,3.5
34175,MO,91,2019,3.8
34176,MO,91,2020,6.7
34177,MO,91,2021,4.8
34193,MO,93,2015,8.1
34194,MO,93,2016,7.1
34195,MO,93,2017,6.4
34196,MO,93,2018,5.3
34197,MO,93,2019,4.5
34198,MO,93,2020,7.0
34199,MO,93,2021,5.8
34215,MO,95,2015,6.0
34216,MO,95,2016,5.1
34217,MO,95,2017,4.4
34218,MO,95,2018,3.7
34219,MO,95,2019,3.5
34220,MO,95,2020,7.2
34221,MO,95,2021,5.5
34237,MO,97,2015,4.4
34238,MO,97,2016,4.1
34239,MO,97,2017,3.4
34240,MO,97,2018,2.7
34241,MO,97,2019,2.8
34242,MO,97,2020,5.7
34243,MO,97,2021,3.7
34259,MO,99,2015,5.0
34260,MO,99,2016,4.3
34261,MO,99,2017,3.6
34262,MO,99,2018,3.1
34263,MO,99,2019,2.9
34264,MO,99,2020,6.0
34265,MO,99,2021,4.1
34281,MO,101,2015,5.5
34282,MO,101,2016,4.9
34283,MO,101,2017,4.4
34284,MO,101,2018,3.6
34285,MO,101,2019,3.5
34286,MO,101,2020,5.6
34287,MO,101,2021,4.4
34303,MO,103,2015,3.9
34304,MO,103,2016,3.6
34305,MO,103,2017,3.2
34306,MO,103,2018,2.8
34307,MO,103,2019,2.8
34308,MO,103,2020,4.0
34309,MO,103,2021,3.1
34325,MO,105,2015,6.5
34326,MO,105,2016,5.4
34327,MO,105,2017,4.7
34328,MO,105,2018,3.6
34329,MO,105,2019,6.5
34330,MO,105,2020,8.1
34331,MO,105,2021,4.3
34347,MO,107,2015,4.9
34348,MO,107,2016,4.3
34349,MO,107,2017,3.8
34350,MO,107,2018,3.2
34351,MO,107,2019,2.9
34352,MO,107,2020,5.2
34353,MO,107,2021,4.3
34369,MO,109,2015,5.0
34370,MO,109,2016,4.4
34371,MO,109,2017,3.5
34372,MO,109,2018,3.0
34373,MO,109,2019,3.3
34374,MO,109,2020,6.0
34375,MO,109,2021,4.0
34391,MO,111,2015,5.0
34392,MO,111,2016,4.5
34393,MO,111,2017,3.4
34394,MO,111,2018,2.8
34395,MO,111,2019,3.0
34396,MO,111,2020,4.9
34397,MO,111,2021,3.5
34413,MO,113,2015,5.3
34414,MO,113,2016,4.5
34415,MO,113,2017,3.6
34416,MO,113,2018,3.2
34417,MO,113,2019,3.1
34418,MO,113,2020,6.1
34419,MO,113,2021,4.6
34435,MO,115,2015,7.2
34436,MO,115,2016,6.7
34437,MO,115,2017,5.8
34438,MO,115,2018,4.6
34439,MO,115,2019,4.6
34440,MO,115,2020,6.1
34441,MO,115,2021,5.4
34457,MO,117,2015,4.3
34458,MO,117,2016,3.9
34459,MO,117,2017,2.9
34460,MO,117,2018,2.4
34461,MO,117,2019,2.4
34462,MO,117,2020,3.7
34463,MO,117,2021,3.0
34479,MO,119,2015,4.8
34480,MO,119,2016,4.3
34481,MO,119,2017,3.6
34482,MO,119,2018,3.0
34483,MO,119,2019,3.2
34484,MO,119,2020,5.1
34485,MO,119,2021,3.9
34501,MO,121,2015,5.4
34502,MO,121,2016,4.8
34503,MO,121,2017,3.6
34504,MO,121,2018,2.9
34505,MO,121,2019,3.2
34506,MO,121,2020,4.8
34507,MO,121,2021,3.7
34523,MO,123,2015,6.0
34524,MO,123,2016,5.5
34525,MO,123,2017,4.5
34526,MO,123,2018,3.5
34527,MO,123,2019,3.2
34528,MO,123,2020,6.5
34529,MO,123,2021,4.4
34545,MO,125,2015,5.4
34546,MO,125,2016,5.0
34547,MO,125,2017,4.3
34548,MO,125,2018,3.2
34549,MO,125,2019,3.3
34550,MO,125,2020,4.9
34551,MO,125,2021,3.8
34567,MO,127,2015,4.5
34568,MO,127,2016,4.3
34569,MO,127,2017,3.6
34570,MO,127,2018,3.0
34571,MO,127,2019,3.0
34572,MO,127,2020,4.8
34573,MO,127,2021,3.5
34589,MO,129,2015,4.5
34590,MO,129,2016,4.6
34591,MO,129,2017,3.7
34592,MO,129,2018,3.0
34593,MO,129,2019,3.0
34594,MO,129,2020,3.5
34595,MO,129,2021,2.9
34611,MO,131,2015,6.1
34612,MO,131,2016,5.2
34613,MO,131,2017,4.4
34614,MO,131,2018,3.6
34615,MO,131,2019,3.6
34616,MO,131,2020,6.0
34617,MO,131,2021,4.1
34633,MO,133,2015,5.9
34634,MO,133,2016,6.6
34635,MO,133,2017,5.0
34636,MO,133,2018,3.7
34637,MO,133,2019,3.8
34638,MO,133,2020,5.3
34639,MO,133,2021,4.7
34655,MO,135,2015,5.0
34656,MO,135,2016,4.3
34657,MO,135,2017,3.6
34658,MO,135,2018,2.9
34659,MO,135,2019,2.8
34660,MO,135,2020,4.3
34661,MO,135,2021,3.4
34677,MO,137,2015,5.3
34678,MO,137,2016,4.8
34679,MO,137,2017,4.3
34680,MO,137,2018,3.5
34681,MO,137,2019,4.0
34682,MO,137,2020,5.9
34683,MO,137,2021,4.4
34699,MO,139,2015,5.1
34700,MO,139,2016,4.6
34701,MO,139,2017,3.3
34702,MO,139,2018,2.9
34703,MO,139,2019,3.0
34704,MO,139,2020,4.9
34705,MO,139,2021,3.7
34721,MO,141,2015,6.9
34722,MO,141,2016,5.9
34723,MO,141,2017,4.9
34724,MO,141,2018,4.2
34725,MO,141,2019,4.1
34726,MO,141,2020,6.2
34727,MO,141,2021,4.7
34743,MO,143,2015,6.3
34744,MO,143,2016,9.3
34745,MO,143,2017,6.6
34746,MO,143,2018,4.7
34747,MO,143,2019,4.1
34748,MO,143,2020,5.8
34749,MO,143,2021,4.8
34765,MO,145,2015,4.7
34766,MO,145,2016,4.3
34767,MO,145,2017,3.6
34768,MO,145,2018,3.0
34769,MO,145,2019,3.1
34770,MO,145,2020,5.8
34771,MO,145,2021,3.8
34787,MO,147,2015,5.0
34788,MO,147,2016,4.7
34789,MO,147,2017,3.6
34790,MO,147,2018,2.9
34791,MO,147,2019,2.8
34792,MO,147,2020,4.4
34793,MO,147,2021,2.9
34809,MO,149,2015,6.5
34810,MO,149,2016,6.0
34811,MO,149,2017,4.6
34812,MO,149,2018,3.4
34813,MO,149,2019,3.8
34814,MO,149,2020,6.8
34815,MO,149,2021,5.3
34831,MO,151,2015,3.8
34832,MO,151,2016,3.4
34833,MO,151,2017,3.0
34834,MO,151,2018,2.4
34835,MO,151,2019,2.3
34836,MO,151,2020,3.6
34837,MO,151,2021,2.6
34853,MO,153,2015,8.1
34854,MO,153,2016,7.3
34855,MO,153,2017,5.8
34856,MO,153,2018,5.1
34857,MO,153,2019,5.5
34858,MO,153,2020,7.2
34859,MO,153,2021,5.5
34875,MO,155,2015,9.2
34876,MO,155,2016,8.9
34877,MO,155,2017,7.4
34878,MO,155,2018,5.4
34879,MO,155,2019,4.7
34880,MO,155,2020,8.0
34881,MO,155,2021,7.3
34897,MO,157,2015,4.3
34898,MO,157,2016,3.6
34899,MO,157,2017,2.6
34900,MO,157,2018,2.3
34901,MO,157,2019,2.5
34902,MO,157,2020,5.5
34903,MO,157,2021,3.2
34919,MO,159,2015,5.4
34920,MO,159,2016,4.9
34921,MO,159,2017,4.1
34922,MO,159,2018,4.1
34923,MO,159,2019,3.3
34924,MO,159,2020,6.7
34925,MO,159,2021,4.7
34941,MO,161,2015,5.4
34942,MO,161,2016,4.7
34943,MO,161,2017,3.7
34944,MO,161,2018,3.0
34945,MO,161,2019,3.1
34946,MO,161,2020,4.7
34947,MO,161,2021,3.7
34963,MO,163,2015,4.7
34964,MO,163,2016,4.5
34965,MO,163,2017,3.4
34966,MO,163,2018,3.5
34967,MO,163,2019,3.3
34968,MO,163,2020,5.3
34969,MO,163,2021,3.9
34985,MO,165,2015,4.3
34986,MO,165,2016,3.6
34987,MO,165,2017,3.2
34988,MO,165,2018,2.5
34989,MO,165,2019,2.5
34990,MO,165,2020,5.4
34991,MO,165,2021,4.0
35007,MO,167,2015,5.4
35008,MO,167,2016,4.9
35009,MO,167,2017,4.0
35010,MO,167,2018,3.6
35011,MO,167,2019,3.3
35012,MO,167,2020,4.7
35013,MO,167,2021,3.5
35029,MO,169,2015,6.0
35030,MO,169,2016,5.4
35031,MO,169,2017,4.3
35032,MO,169,2018,3.6
35033,MO,169,2019,3.9
35034,MO,169,2020,5.6
35035,MO,169,2021,4.4
35051,MO,171,2015,4.1
35052,MO,171,2016,4.6
35053,MO,171,2017,3.8
35054,MO,171,2018,3.4
35055,MO,171,2019,3.4
35056,MO,171,2020,4.4
35057,MO,171,2021,3.1
35073,MO,173,2015,4.3
35074,MO,173,2016,4.0
35075,MO,173,2017,3.1
35076,MO,173,2018,2.8
35077,MO,173,2019,3.0
35078,MO,173,2020,4.4
35079,MO,173,2021,3.4
35095,MO,175,2015,6.1
35096,MO,175,2016,5.2
35097,MO,175,2017,4.5
35098,MO,175,2018,3.8
35099,MO,175,2019,3.7
35100,MO,175,2020,5.9
35101,MO,175,2021,4.2
35117,MO,177,2015,5.6
35118,MO,177,2016,4.9
35119,MO,177,2017,4.8
35120,MO,177,2018,3.6
35121,MO,177,2019,3.4
35122,MO,177,2020,6.8
35123,MO,177,2021,6.5
35139,MO,179,2015,7.1
35140,MO,179,2016,6.5
35141,MO,179,2017,3.9
35142,MO,179,2018,3.1
35143,MO,179,2019,3.5
35144,MO,179,2020,5.6
35145,MO,179,2021,4.1
35161,MO,181,2015,8.1
35162,MO,181,2016,7.0
35163,MO,181,2017,5.5
35164,MO,181,2018,5.1
35165,MO,181,2019,5.2
35166,MO,181,2020,7.8
35167,MO,181,2021,5.5
35183,MO,183,2015,3.9
35184,MO,183,2016,3.5
35185,MO,183,2017,2.8
35186,MO,183,2018,2.5
35187,MO,183,2019,2.4
35188,MO,183,2020,5.1
35189,MO,183,2021,3.5
35205,MO,185,2015,7.1
35206,MO,185,2016,6.3
35207,MO,185,2017,5.1
35208,MO,185,2018,4.3
35209,MO,185,2019,4.3
35210,MO,185,2020,6.2
35211,MO,185,2021,4.5
35227,MO,186,2015,5.5
35228,MO,186,2016,4.6
35229,MO,186,2017,3.6
35230,MO,186,2018,2.7
35231,MO,186,2019,2.5
35232,MO,186,2020,4.9
35233,MO,186,2021,3.4
35249,MO,187,2015,6.2
35250,MO,187,2016,5.5
35251,MO,187,2017,4.4
35252,MO,187,2018,3.6
35253,MO,187,2019,3.5
35254,MO,187,2020,7.0
35255,MO,187,2021,4.8
35271,MO,189,2015,4.7
35272,MO,189,2016,4.2
35273,MO,189,2017,3.4
35274,MO,189,2018,2.9
35275,MO,189,2019,2.9
35276,MO,189,2020,6.3
35277,MO,189,2021,4.5
35293,MO,195,2015,4.9
35294,MO,195,2016,4.7
35295,MO,195,2017,3.5
35296,MO,195,2018,3.0
35297,MO,195,2019,3.0
35298,MO,195,2020,4.5
35299,MO,195,2021,3.5
35315,MO,197,2015,5.9
35316,MO,197,2016,6.4
35317,MO,197,2017,4.8
35318,MO,197,2018,4.0
35319,MO,197,2019,4.1
35320,MO,197,2020,5.8
35321,MO,197,2021,4.3
35337,MO,199,2015,4.6
35338,MO,199,2016,4.1
35339,MO,199,2017,3.1
35340,MO,199,2018,2.8
35341,MO,199,2019,2.9
35342,MO,199,2020,3.2
35343,MO,199,2021,2.6
35359,MO,201,2015,5.3
35360,MO,201,2016,5.7
35361,MO,201,2017,4.4
35362,MO,201,2018,3.4
35363,MO,201,2019,3.3
35364,MO,201,2020,5.3
35365,MO,201,2021,3.9
35381,MO,203,2015,8.3
35382,MO,203,2016,7.3
35383,MO,203,2017,6.0
35384,MO,203,2018,4.9
35385,MO,203,2019,5.2
35386,MO,203,2020,7.2
35387,MO,203,2021,5.6
35403,MO,205,2015,4.8
35404,MO,205,2016,4.2
35405,MO,205,2017,3.4
35406,MO,205,2018,3.0
35407,MO,205,2019,2.8
35408,MO,205,2020,4.4
35409,MO,205,2021,3.3
35425,MO,207,2015,6.7
35426,MO,207,2016,6.4
35427,MO,207,2017,5.0
35428,MO,207,2018,4.4
35429,MO,207,2019,4.4
35430,MO,207,2020,5.8
35431,MO,207,2021,4.5
35447,MO,209,2015,8.0
35448,MO,209,2016,7.0
35449,MO,209,2017,5.5
35450,MO,209,2018,4.6
35451,MO,209,2019,4.7
35452,MO,209,2020,9.5
35453,MO,209,2021,6.6
35469,MO,211,2015,6.1
35470,MO,211,2016,5.7
35471,MO,211,2017,4.0
35472,MO,211,2018,3.1
35473,MO,211,2019,3.3
35474,MO,211,2020,4.3
35475,MO,211,2021,4.9
35491,MO,213,2015,8.2
35492,MO,213,2016,7.4
35493,MO,213,2017,6.0
35494,MO,213,2018,5.1
35495,MO,213,2019,4.9
35496,MO,213,2020,12.6
35497,MO,213,2021,7.5
35513,MO,215,2015,6.8
35514,MO,215,2016,6.3
35515,MO,215,2017,4.9
35516,MO,215,2018,4.0
35517,MO,215,2019,4.2
35518,MO,215,2020,5.7
35519,MO,215,2021,4.6
35535,MO,217,2015,5.2
35536,MO,217,2016,4.8
35537,MO,217,2017,3.8
35538,MO,217,2018,3.1
35539,MO,217,2019,3.3
35540,MO,217,2020,4.4
35541,MO,217,2021,3.4
35557,MO,219,2015,4.9
35558,MO,219,2016,4.2
35559,MO,219,2017,3.2
35560,MO,219,2018,2.8
35561,MO,219,2019,2.7
35562,MO,219,2020,5.6
35563,MO,219,2021,4.1
35579,MO,221,2015,6.8
35580,MO,221,2016,6.3
35581,MO,221,2017,5.4
35582,MO,221,2018,4.4
35583,MO,221,2019,4.2
35584,MO,221,2020,7.1
35585,MO,221,2021,5.1
35601,MO,223,2015,6.0
35602,MO,223,2016,5.3
35603,MO,223,2017,5.0
35604,MO,223,2018,4.7
35605,MO,223,2019,4.6
35606,MO,223,2020,6.1
35607,MO,223,2021,5.0
35623,MO,225,2015,5.2
35624,MO,225,2016,4.9
35625,MO,225,2017,3.9
35626,MO,225,2018,3.1
35627,MO,225,2019,3.4
35628,MO,225,2020,5.3
35629,MO,225,2021,3.4
35645,MO,227,2015,3.3
35646,MO,227,2016,3.0
35647,MO,227,2017,2.5
35648,MO,227,2018,2.8
35649,MO,227,2019,2.6
35650,MO,227,2020,4.1
35651,MO,227,2021,2.5
35667,MO,229,2015,6.4
35668,MO,229,2016,5.9
35669,MO,229,2017,4.9
35670,MO,229,2018,4.1
35671,MO,229,2019,5.0
35672,MO,229,2020,6.9
35673,MO,229,2021,4.0
35689,MO,510,2015,6.2
35690,MO,510,2016,5.4
35691,MO,510,2017,4.4
35692,MO,510,2018,3.8
35693,MO,510,2019,3.7
35694,MO,510,2020,8.6
35695,MO,510,2021,6.4
35733,MT,1,2015,3.5
35734,MT,1,2016,3.4
35735,MT,1,2017,3.2
35736,MT,1,2018,3.1
35737,MT,1,2019,3.0
35738,MT,1,2020,3.9
35739,MT,1,2021,2.8
35755,MT,3,2015,6.8
35756,MT,3,2016,7.5
35757,MT,3,2017,13.6
35758,MT,3,2018,9.6
35759,MT,3,2019,7.5
35760,MT,3,2020,7.2
35761,MT,3,2021,7.8
35777,MT,5,2015,5.1
35778,MT,5,2016,4.7
35779,MT,5,2017,4.2
35780,MT,5,2018,4.4
35781,MT,5,2019,4.0
35782,MT,5,2020,4.7
35783,MT,5,2021,3.8
35799,MT,7,2015,5.2
35800,MT,7,2016,5.1
35801,MT,7,2017,4.8
35802,MT,7,2018,4.0
35803,MT,7,2019,4.1
35804,MT,7,2020,6.2
35805,MT,7,2021,4.0
35821,MT,9,2015,3.8
35822,MT,9,2016,4.1
35823,MT,9,2017,3.7
35824,MT,9,2018,3.5
35825,MT,9,2019,3.6
35826,MT,9,2020,5.8
35827,MT,9,2021,3.4
35843,MT,11,2015,3.4
35844,MT,11,2016,2.9
35845,MT,11,2017,2.6
35846,MT,11,2018,2.5
35847,MT,11,2019,2.9
35848,MT,11,2020,2.8
35849,MT,11,2021,2.6
35865,MT,13,2015,4.1
35866,MT,13,2016,4.1
35867,MT,13,2017,3.8
35868,MT,13,2018,3.6
35869,MT,13,2019,3.5
35870,MT,13,2020,5.8
35871,MT,13,2021,3.3
35887,MT,15,2015,3.4
35888,MT,15,2016,3.9
35889,MT,15,2017,3.4
35890,MT,15,2018,3.0
35891,MT,15,2019,2.8
35892,MT,15,2020,3.8
35893,MT,15,2021,2.7
35909,MT,17,2015,3.4
35910,MT,17,2016,3.7
35911,MT,17,2017,3.2
35912,MT,17,2018,3.1
35913,MT,17,2019,2.9
35914,MT,17,2020,4.7
35915,MT,17,2021,3.1
35931,MT,19,2015,2.6
35932,MT,19,2016,2.7
35933,MT,19,2017,2.3
35934,MT,19,2018,2.1
35935,MT,19,2019,2.0
35936,MT,19,2020,2.8
35937,MT,19,2021,1.9
35953,MT,21,2015,3.2
35954,MT,21,2016,4.0
35955,MT,21,2017,3.1
35956,MT,21,2018,2.7
35957,MT,21,2019,2.5
35958,MT,21,2020,5.4
35959,MT,21,2021,3.1
35975,MT,23,2015,4.1
35976,MT,23,2016,3.9
35977,MT,23,2017,3.6
35978,MT,23,2018,3.6
35979,MT,23,2019,3.3
35980,MT,23,2020,5.0
35981,MT,23,2021,3.3
35997,MT,25,2015,2.4
35998,MT,25,2016,3.8
35999,MT,25,2017,2.7
36000,MT,25,2018,1.8
36001,MT,25,2019,1.8
36002,MT,25,2020,3.9
36003,MT,25,2021,2.6
36019,MT,27,2015,4.2
36020,MT,27,2016,4.1
36021,MT,27,2017,4.1
36022,MT,27,2018,3.7
36023,MT,27,2019,3.2
36024,MT,27,2020,4.5
36025,MT,27,2021,3.3
36041,MT,29,2015,5.9
36042,MT,29,2016,5.8
36043,MT,29,2017,5.3
36044,MT,29,2018,4.8
36045,MT,29,2019,4.8
36046,MT,29,2020,7.7
36047,MT,29,2021,4.0
36063,MT,31,2015,3.1
36064,MT,31,2016,2.9
36065,MT,31,2017,2.8
36066,MT,31,2018,2.5
36067,MT,31,2019,2.3
36068,MT,31,2020,4.9
36069,MT,31,2021,2.4
36085,MT,33,2015,2.9
36086,MT,33,2016,3.0
36087,MT,33,2017,2.9
36088,MT,33,2018,2.7
36089,MT,33,2019,2.4
36090,MT,33,2020,2.7
36091,MT,33,2021,2.6
36107,MT,35,2015,9.2
36108,MT,35,2016,8.9
36109,MT,35,2017,8.0
36110,MT,35,2018,7.8
36111,MT,35,2019,7.7
36112,MT,35,2020,9.5
36113,MT,35,2021,7.0
36129,MT,37,2015,4.2
36130,MT,37,2016,4.5
36131,MT,37,2017,5.1
36132,MT,37,2018,4.6
36133,MT,37,2019,4.1
36134,MT,37,2020,4.7
36135,MT,37,2021,3.5
36151,MT,39,2015,6.4
36152,MT,39,2016,6.1
36153,MT,39,2017,6.0
36154,MT,39,2018,5.3
36155,MT,39,2019,5.7
36156,MT,39,2020,8.0
36157,MT,39,2021,4.4
36173,MT,41,2015,4.3
36174,MT,41,2016,4.5
36175,MT,41,2017,3.9
36176,MT,41,2018,3.6
36177,MT,41,2019,3.8
36178,MT,41,2020,4.9
36179,MT,41,2021,3.1
36195,MT,43,2015,4.2
36196,MT,43,2016,4.8
36197,MT,43,2017,4.4
36198,MT,43,2018,3.8
36199,MT,43,2019,3.4
36200,MT,43,2020,5.0
36201,MT,43,2021,3.2
36217,MT,45,2015,3.5
36218,MT,45,2016,3.5
36219,MT,45,2017,3.8
36220,MT,45,2018,3.4
36221,MT,45,2019,3.1
36222,MT,45,2020,4.7
36223,MT,45,2021,2.7
36239,MT,47,2015,5.1
36240,MT,47,2016,4.9
36241,MT,47,2017,4.6
36242,MT,47,2018,4.3
36243,MT,47,2019,4.3
36244,MT,47,2020,6.1
36245,MT,47,2021,3.8
36261,MT,49,2015,3.5
36262,MT,49,2016,3.4
36263,MT,49,2017,3.5
36264,MT,49,2018,3.3
36265,MT,49,2019,3.1
36266,MT,49,2020,4.9
36267,MT,49,2021,3.0
36283,MT,51,2015,2.7
36284,MT,51,2016,3.2
36285,MT,51,2017,3.0
36286,MT,51,2018,2.5
36287,MT,51,2019,2.6
36288,MT,51,2020,2.7
36289,MT,51,2021,2.4
36305,MT,53,2015,10.3
36306,MT,53,2016,9.3
36307,MT,53,2017,8.6
36308,MT,53,2018,7.4
36309,MT,53,2019,7.4
36310,MT,53,2020,10.0
36311,MT,53,2021,6.0
36327,MT,55,2015,2.3
36328,MT,55,2016,2.0
36329,MT,55,2017,2.1
36330,MT,55,2018,1.8
36331,MT,55,2019,2.0
36332,MT,55,2020,2.8
36333,MT,55,2021,1.8
36349,MT,57,2015,3.7
36350,MT,57,2016,3.9
36351,MT,57,2017,4.0
36352,MT,57,2018,3.6
36353,MT,57,2019,3.3
36354,MT,57,2020,5.0
36355,MT,57,2021,3.2
36371,MT,59,2015,3.7
36372,MT,59,2016,4.2
36373,MT,59,2017,4.4
36374,MT,59,2018,3.8
36375,MT,59,2019,3.5
36376,MT,59,2020,4.6
36377,MT,59,2021,2.5
36393,MT,61,2015,8.6
36394,MT,61,2016,7.8
36395,MT,61,2017,7.6
36396,MT,61,2018,7.2
36397,MT,61,2019,5.8
36398,MT,61,2020,10.0
36399,MT,61,2021,5.3
36415,MT,63,2015,4.0
36416,MT,63,2016,3.9
36417,MT,63,2017,3.7
36418,MT,63,2018,3.3
36419,MT,63,2019,3.3
36420,MT,63,2020,6.1
36421,MT,63,2021,3.4
36437,MT,65,2015,4.4
36438,MT,65,2016,5.3
36439,MT,65,2017,4.6
36440,MT,65,2018,4.3
36441,MT,65,2019,3.9
36442,MT,65,2020,6.0
36443,MT,65,2021,4.2
36459,MT,67,2015,4.9
36460,MT,67,2016,4.4
36461,MT,67,2017,4.0
36462,MT,67,2018,3.9
36463,MT,67,2019,3.5
36464,MT,67,2020,7.3
36465,MT,67,2021,3.5
36481,MT,69,2015,5.3
36482,MT,69,2016,4.7
36483,MT,69,2017,4.4
36484,MT,69,2018,4.2
36485,MT,69,2019,3.7
36486,MT,69,2020,3.3
36487,MT,69,2021,2.6
36503,MT,71,2015,5.2
36504,MT,71,2016,5.5
36505,MT,71,2017,4.6
36506,MT,71,2018,4.5
36507,MT,71,2019,3.8
36508,MT,71,2020,4.8
36509,MT,71,2021,3.8
36525,MT,73,2015,4.6
36526,MT,73,2016,4.4
36527,MT,73,2017,3.9
36528,MT,73,2018,4.1
36529,MT,73,2019,3.8
36530,MT,73,2020,4.8
36531,MT,73,2021,3.2
36547,MT,75,2015,2.7
36548,MT,75,2016,2.4
36549,MT,75,2017,2.6
